,city_name,cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
270,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
271,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
272,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
273,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
274,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
275,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
276,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
277,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
278,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
279,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
280,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
281,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
282,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
283,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
284,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
285,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
286,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
287,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
288,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
289,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
290,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
291,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
292,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
293,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
294,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
295,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
296,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
297,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
298,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
299,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
300,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
301,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
302,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
303,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
304,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
305,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
306,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
307,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
308,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
309,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
310,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
311,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
312,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
313,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
314,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
315,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
316,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
317,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
318,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
319,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
320,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
321,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
322,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
323,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
324,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
325,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
326,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
327,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
328,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
329,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
330,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
331,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
332,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
333,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
334,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
335,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
336,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
337,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
338,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
339,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
340,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
341,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
342,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
343,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
344,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
345,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
346,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
347,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
348,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
349,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
350,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
351,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
352,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
353,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
354,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
355,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
356,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
357,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
358,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
359,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
360,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
